title,imdb_id,title_id,netflix_show_id,content_type,is_movie,primary_genre,genres_combined,release_year,decade,content_age,is_recent,date_added,has_date_added,description,description_word_count,title_length,director,has_director_info,cast,has_cast_info,character_names,credits_count,runtime_minutes,runtime_category,age_rating,imdb_score,has_imdb_score,tmdb_score,has_tmdb_score,user_rating,vote_average,combined_score,popularity,popularity_tier,vote_count,imdb_votes,country,language_code,is_netflix_original,is_duplicate_title,is_latest_version,has_runtime,has_language_code,is_date_missing
Unicorn Store,tt2338454,tm349800,,Movie,True,Drama,"Drama, Comedy, Fantasy",2017,2010,9,False,,False,"A woman named Kit moves back to her parent's house, where she receives a mysterious invitation that would fulfill her childhood dreams.",22,13.0,Brie Larson,True,"Brie Larson, Samuel L. Jackson, Joan Cusack, Bradley Whitford, Mamoudou Athie, Hamish Linklater, Martha MacIsaac, Karan Soni, Annaleigh Ashford, Ryan Hansen",True,"Kit, The Salesman, Gladys, Gene, Virgil, Gary, Sabrina, Kevin, Crystal, Brock",32,92.0,Long,Not Rated,5.5,True,6.0,True,5.9,5.9,5.82,8.72,Low,849,19444,US,en,True,True,False,True,True,True
Unicorn Store,,,s3946,Movie,True,Comedy,"Comedy, Drama, Independent",2019,2010,7,False,2019-04-05,True,"After failing out of art school and taking a humdrum office job, a whimsical painter gets a chance to fulfill her lifelong dream of adopting a unicorn.",27,13.0,Brie Larson,True,"Brie Larson, Samuel L. Jackson, Joan Cusack, Bradley Whitford, Mamoudou Athie, Hamish Linklater, Martha MacIsaac, Karan Soni, Annaleigh Ashford",True,Unknown,0,92.0,Long,TV-14,,False,,False,,,,,Very Low,0,0,United States,,True,True,True,True,False,False
Union Leader,,,s8663,Movie,True,Drama,"Drama, Independent, International",2017,2010,9,False,2019-12-31,True,Toxic conditions and a corrupt union leader prompt a chemical plant worker and earnest family man to fight for justice for his fellow laborers.,24,12.0,Sanjay Patel,True,"Rahul Bhat, Tillotama Shome, Haresh Dagiya, Jayesh More, Tirth Sharma, Vivek Ghamande, Jay Vithlani, Mehul Buch",True,Unknown,0,105.0,Long,TV-14,,False,,False,,,,,Very Low,0,0,"Canada, India",,False,False,True,True,False,False
Unit 42,tt6136644,ts57947,s3745,TV Show,False,Crime,"Crime, Drama, Thriller, European",2017,2010,9,False,2019-06-15,True,"The investigations of two police officers from The Brussels Digital Unit, a unit specializing in cybercrime.",16,7.0,,False,"Patrick Ridremont, Constance Gay, Roda Fawaz, Tom Audenaert, Danitza Athanassiadis, Hélène Theunissen, Nola Tilman, Selma Alaoui",True,"Sam Leroy, Billie Webber, Nassim Khaoulani, Robert 'Bob' Franck, Alice Meerks, Hélène Janssen, Emmy Leroy, Diane Wouters",8,48.0,Series,TV-MA,6.9,True,6.6,True,,,6.75,9.078,Low,0,2387,BE,,False,False,True,True,False,False
Universal Soldier: The Return,,,s1141,Movie,True,Action,Action,1999,1990,27,False,2021-04-01,True,An ex-Universal Soldier working to design smarter cyborg warriors discovers that the supercomputer controlling the soldiers has a sinister agenda.,20,29.0,Mic Rodgers,True,"Jean-Claude Van Damme, Michael Jai White, Heidi Schanz, Xander Berkeley, Justin Lazard, Kiana Tom, Daniel von Bargen, James Black, Karis Paige Bryant, Bill Goldberg",True,Unknown,0,83.0,Standard,R,,False,,False,,,,,Very Low,0,0,United States,,False,False,True,True,False,False
Unknown,tt1401152,tm167232,s1468,Movie,True,Thriller,"Thriller, Action, European",2011,2010,15,False,2021-01-01,True,"A man awakens from a coma, only to discover that someone has taken on his identity and that no one, (not even his wife), believes him. With the help of a young woman, he sets out to prove who he is.",41,7.0,Jaume Collet-Serra,True,"Liam Neeson, Diane Kruger, January Jones, Aidan Quinn, Bruno Ganz, Frank Langella, Sebastian Koch, Olivier Schneider, Stipe Erceg, Rainer Bock",True,"Dr. Martin Harris, Gina, Elizabeth Harris, Martin B., Ernst Jürgen, Rodney Cole, Professor Leo Bressler, Smith, Jones, Herr Strauss",37,113.0,Long,PG-13,6.8,True,6.7,True,6.678,6.678,6.71,63.884,High,3899,260783,"GB, FR, DE",en,False,False,True,True,True,False
Unknown Origins,tt5827790,tm864480,s2089,Movie,True,Crime,"Crime, Drama, Thriller, Comedy, Action",2020,2020,6,False,2020-08-28,True,"Madrid, 2019. A serial killer is spreading chaos. Anonymous people with no apparent connection are being murdered while imitating the first appearances of the most famous superheroes.",27,15.0,David Galán Galindo,True,"Javier Rey, Verónica Echegui, Brays Efe, Antonio Resines, Álex García, Carlos Areces, Ernesto Alterio, Leonardo Sbaraglia, Juanfra Juárez, Mario Díaz",True,"David Valentín, Norma, Jorge Elías, Cosme, Javier, Galván, Bruguera, Paco, Ibarra, Shop Nerd",42,96.0,Long,TV-MA,6.1,True,6.1,True,6.3,6.3,6.2,8.534,Low,423,6769,"AR, ES",es,True,False,True,True,True,False
Unlucky Ploy,,,s2195,TV Show,False,International,"International, Romance, Comedy",2020,2020,6,False,2020-07-30,True,"In this remake of the Korean series, a man becomes mired in the lives of two women who happen to share the same name.",24,12.0,Nopparoj Chotmunkongsit,True,"Anusorn Maneethet, Atsadaporn Siriwattanakul, Waratthaya Wongchayaporn, Thanawetch Siriwattanakul, Pokchat Thiamchai, Phichikorn Ployphimana, Supachai Suwanon, Daraneenuch Pasutanavin, Kittiphong Dumavibhat, Aphiradi Phawaphutanon, Attharut Krongrasri, Ronnawee Sereerat, Lita Janvarapa, Sitang Punnapob, Yani Tramod",True,Unknown,0,,Unknown,TV-MA,,False,,False,,,,,Very Low,0,0,,,False,False,True,True,False,False
Unnatural Selection,tt11063952,ts144323,,TV Show,False,Reality,"Reality, Documentary, Comedy",2015,2010,11,False,,False,Three high school students decide to escape the mundane urban environment and embark on a fishing adventure.,17,19.0,,False,"Kevin Esvelt, Aaron Traywick, David Ishee, Jeffrey Kahn, Tristan Roberts, Jennifer Doudna, Josiah Zayner",True,"Self, Self, Self, Self, Self, Self, Self",7,35.0,Series,TV-MA,8.1,True,7.5,True,,,7.8,2.736,Low,0,12,US,,False,True,False,True,False,True
Unnatural Selection,,,s1069,TV Show,False,Docuseries,"Docuseries, Science & Nature Tv",2019,2010,7,False,2021-04-14,True,"From eradicating disease to selecting a child’s traits, gene editing gives humans the chance to hack biology. Meet the real people behind the science.",24,19.0,,False,,False,Unknown,0,,Unknown,TV-MA,,False,,False,,,,,Very Low,0,0,United States,,False,True,True,True,False,False
Unorthodox,tt7607544,ts225522,s2778,TV Show,False,Drama,Drama,2020,2020,6,False,2020-03-26,True,A Hasidic Jewish woman in Brooklyn flees to Berlin from an arranged marriage and is taken in by a group of musicians -- until her past comes calling.,28,10.0,,False,"Shira Haas, Amit Rahav, Jeff Wilbusch, Alex Reid, Delia Mayer, Ronit Asheri, Aaron Altaras, Dina Doron, David Mandelbaum, Gera Sandler",True,"Esther Shapiro, Yakov Shapiro, Moische Lefkovitch, Leah Mandelbaum Schwartz, Miriam Shapiro, Malka Schwarz, Robert, Babby, Zeidy, Mordecai Schwartz",16,54.0,Series,TV-MA,8.0,True,7.9,True,,,7.95,15.173,Medium,0,76083,DE,,False,False,True,True,False,False
Unrequited Love,tt6917420,ts57291,,TV Show,False,Drama,Drama,2017,2010,9,False,,False,"At a university football team reunion, former team manager Mitsuki Hiura confesses that she killed a person to quarterback Tetsuro Nishiwaki. She also reveals that as a result of a gender identity disorder, she is now living as a man. Tetsuro and his friends were puzzled by the events leading to her behaviour. They try to protect their old friend as they gradually discover the truth.",66,15.0,"Ding Pei, Ba Yue Chang An",True,"Zhu Yan Man Zi, Zhao Shunran, Shen Yu, Chen Mengqin, Chen Jiawen, Zhang Zhehao, He Meixuan, Yuan Baizihui, Huang Shichao, Zhang Yichi",True,"Luo Zhi, Sheng Huai Nan, Jiang Bai Li, Ding Shui Jing, Ye Zhan Yan, Ge Bi, Chen Mo Han, Xu Ri Qing, Luo Yang, Zhang Ming Rui",12,33.0,Series,Not Rated,6.7,True,10.0,True,,,8.35,2.723,Low,0,10,JP,,False,True,False,True,False,True
Unrequited Love,,,s3661,TV Show,False,International,"International, Romance, Drama",2019,2010,7,False,2019-07-17,True,"A complicated, one-sided secret attraction sends ripples through the lives of a mild-mannered student and her dashing classmate.",18,15.0,,False,"Zhu Yanmanzi, Zhao Shunran, Shen Yu, Zhang Yichi, Mengqin, Esther Chen, Zhang Zhehao, He Meixuan, Yuan Baizihui",True,Unknown,0,,Unknown,TV-14,,False,,False,,,,,Very Low,0,0,China,,False,True,True,True,False,False
Unrest,tt6510268,tm326624,s915,Movie,True,Documentary,"Documentary, Drama, History, Romance, European",2017,2010,9,False,2021-05-07,True,"When Harvard PhD student Jennifer Brea is struck down at 28 by a fever that leaves her bedridden, doctors tell her it’s ""all in her head."" Determined to live, she sets out on a virtual journey to document her story—and four other families' stories—fighting a disease medicine forgot.",48,6.0,Jennifer Brea,True,"Jennifer Brea, Whitney Dafoe, Samuel Bearman, Jessica Taylor, Omar Wasow",True,"Herself, Herself, Himself, Herself, Himself",6,97.0,Long,TV-MA,7.6,True,7.2,True,7.0,7.0,7.2,3.955,Low,46,2904,"US, DK, GB",en,False,False,True,True,True,False
Unriddle,tt6194390,ts29581,,TV Show,False,Thriller,"Thriller, Action, Drama",2010,2010,16,False,,False,"Detective Hu Xiaoman meets low level criminal Da Bao during an investigation of a missing heiress. Inspite of being on opposite sides of the law, the two work together to solve cases.",32,8.0,,False,"Rui En, Chen Liping, Sora Ma, Paige Chua, Adam Chen, Yuan Shuai, Brandon Wong",True,"Hu Xiaoman, Lin Zhengyi, Sun Mingwei, Zhang Meilin (2011), Wu Zhiyun, Dai Baolun, Liang Zhichao",7,44.0,Series,TV-14,8.0,True,,False,,,8.0,0.6,Very Low,0,25,SG,,False,True,False,True,False,True
Unriddle,,,s5407,TV Show,False,Crime,"Crime, International, Drama",2012,2010,14,False,2017-07-01,True,"When a hard-nosed detective reluctantly partners with an informant to solve complex cases, she uncovers links to a particularly puzzling cold case.",22,8.0,,False,"Rui En, Chen Liping, Tay Ping Hui, Andie Chen, Xiang Yun, Joshua Ang, Zhou Ying",True,Unknown,0,,Unknown,TV-14,,False,,False,,,,,Very Low,0,0,Singapore,,False,True,True,True,False,False
Unroyal,tt15526612,tm1088545,s269,Movie,True,Drama,"Drama, Comedy, Romance",2020,2020,6,False,2021-08-15,True,"When a rude and arrogant princess finds herself relying on a gatekeeper after a terrible accident, it may be enough to make her change her ways.",26,7.0,Moses Inwang,True,"Matilda Lambert, IK Ogbonna, Prince Sontoye, Blossom Chukwujekwu, Linda Osifo, Emem Inwang, Pete Edochie, Shaffy Bello-Akinrimisi, Okon Imeh Bishop, Femi Adebayo",True,"Unknown, Unknown, Unknown, Unknown, Unknown, Unknown, Unknown, Unknown, Unknown, Unknown",11,97.0,Long,TV-MA,,False,,False,,,,0.981,Very Low,0,0,NG,,False,False,True,True,False,False
Unruly Friends,,,s8664,Movie,True,International,"International, Thriller",2011,2010,15,False,2019-06-20,True,A young woman discovers that familial and psychological traumas can be difficult to leave behind.,15,14.0,Sherif Mandour,True,"Kinda Allouch, Ahmed Salah Al-Saadany, Dina Fouad, Amr Youssef, Ahmed Safwat, Madlyn Tabar, Yasser Ali Maher, Nadia Fahmi, Menha Zaytoon, Tamim Abdou, Mostafa Abd Elsalam",True,Unknown,0,83.0,Standard,TV-14,,False,,False,,,,,Very Low,0,0,Egypt,,False,False,True,True,False,False
Unsolved,,,s4080,TV Show,False,Crime,"Crime, Drama",2018,2010,8,False,2019-02-27,True,Ride along for a dramatized version of the real-life investigations into the murders of rap icons Tupac Shakur and Biggie Smalls.,21,8.0,,False,"Josh Duhamel, Jimmi Simpson, Bokeem Woodbine",True,Unknown,0,,Unknown,TV-MA,,False,,False,,,,,Very Low,0,0,United States,,False,False,True,True,False,False
Unsolved Mysteries,tt9642938,ts281928,s1829,TV Show,False,Documentary,"Documentary, Drama, Thriller, Crime",2020,2020,6,False,2020-10-19,True,"Real cases of perplexing disappearances, shocking murders and paranormal encounters fuel this gripping revival of the iconic documentary series.",19,18.0,,False,,False,Unknown,0,49.0,Series,TV-MA,7.3,True,7.8,True,,,7.55,18.654,Medium,0,9492,US,,False,False,True,True,False,False
Unsolved: The Murders of Tupac and The Notorious B.I.G.,tt6233618,ts78231,,TV Show,False,Crime,Crime,2018,2010,8,False,,False,A chronicle of the two major police investigations by LAPD Detective Greg Kading into the deaths of Tupac and The Notorious B.I.G.,22,55.0,"Darren Grant, Erica A. Watson",True,"Josh Duhamel, Jimmi Simpson, Bokeem Woodbine, Marcc Rose, Wavyy Jonez, Dominic L. Santana, Sarkis Ninos, Michael Harney, Aisha Hinds",True,"Detective Greg Kading, Detective Russell Poole, Officer Daryn Dupree, Tupac Shakur, Christopher Wallace, Suge Knight, Detective, Lieutenant Paul Larson, Voletta Wallace",11,45.0,Series,TV-MA,7.8,True,7.0,True,,,7.4,13.329,Medium,0,7872,US,,False,False,True,True,False,True
Unspeakable Acts,tt0100848,tm147829,s5952,Movie,True,Drama,Drama,1990,1990,36,False,2011-10-01,True,Two psychologist try to demonstrate that a man is a pedophile and has abused many children.,16,16.0,Linda Otto,True,"Jill Clayburgh, Brad Davis, Sam Behrens, Gary Frank, James Handy, Mark Harelik, Season Hubley, Terence Knox, Joseph Mazzello, John Mazzello",True,"Laurie Braga, Joseph Braga, Herschell, Neil Harrison, Jeff Samek, Richard Maxwell, Jackie Harrison, Dan Casey, Jason Harrison, Joshua Harrison",11,100.0,Long,TV-14,6.1,True,5.3,True,,,5.7,2.075,Low,0,464,US,,False,False,True,True,False,False
Unstoppable,tt11996042,ts225410,s2873,TV Show,False,Drama,"Drama, Documentary",2020,2020,6,False,2020-02-28,True,A group of friends set out on a road trip when an unexpected fourth passenger forces an abrupt change of plans.,21,11.0,,False,"Coty Camacho, Diego Calva, Tomás Ruiz, Tessa Ía, Bárbara López, Lucía Uribe",True,"Marcela, Unknown, Unknown, Vera, Rocío, Carlota",6,38.0,Series,TV-MA,,False,8.5,True,,,8.5,9.733,Low,0,0,MX,,False,False,True,True,False,False
Untamed Romania,,,s2902,Movie,True,Family,"Family, Documentary, International",2018,2010,8,False,2020-02-20,True,This documentary explores how the legendary creatures of Romania's vast wilderness roam free yet endure the ever-changing seasons.,18,15.0,Tom Barton-Humphreys,True,,False,Unknown,0,93.0,Long,TV-PG,,False,,False,,,,,Very Low,0,0,"Romania, United Kingdom",,False,False,True,True,False,False
Until Dawn,tt11434862,ts223982,s3041,TV Show,False,Reality,"Reality, Comedy",2020,2020,6,False,2020-01-10,True,Three comedians are sent to a haunted location and asked to investigate. The one who is deemed the biggest 'chicken' gets a punishment. Subtitled.,24,10.0,,False,"Ahmed Sylla, Alban Ivanov, Ornella Fleury, Natoo, Carlito, Mcfly, Djimo, Lola Dubini, Noom Diawara, Tania Dutel, Hakim Jemili, Jason Brokerss, Bérengère Krief, Thomas Vandenberghe, Monsieur Poulpe, Jhon Rachid, Audrey Pirault, Jeanfi Janssens, Fadily Camara, Laurie Peret, Issa Doumbia, Anne-Sophie Girard, Elhadj Gaye, Guillaume Bats",True,Unknown,0,21.0,Series,TV-MA,2.4,True,2.8,True,,,2.6,1.727,Low,0,149,FR,,False,False,True,True,False,False
Until Life Do Us Part,tt13053042,ts260502,,TV Show,False,Drama,Drama,2021,2020,5,True,,False,"The family Paixão runs a farm for wedding parties, but the business is not going well. While the love between the parents, Vanessa and Daniel appears to have ended, the grandparents, Luisa and Joaquim, seem inseparable; and the children, Rita and Marco, have completely distinct opinions about love.",48,21.0,Manuel Pureza,True,"Diogo Fialho, Rita Loureiro, Dinarte Branco, Madalena Almeida, Henriqueta Maia, José Peixoto, Ana Lopes, Ana Cunha, Diogo Martins, Paulo Duarte Ribeiro",True,"Homem Bagageira, Vanessa, Daniel, Rita, Luísa, Joaquim, Luisa 20’s, Batwoman, Marco, Senhorio",11,49.0,Series,TV-MA,7.5,True,9.2,True,,,8.35,2.681,Low,0,663,PT,,False,False,True,True,False,True
Until Midnight,tt7741602,tm478967,,Movie,True,Thriller,"Thriller, Drama",2018,2010,8,False,,False,"When Salem, A newly wed man returns home, He finds an unexpected visitor with sinister intentions.",16,14.0,Tariq Alkazim,True,"Ahmad Khamis Ali, Chuka Ekweogwu, Heba Al Hamwi, Rik Aby, Merouane Ali, Khalid Al Suwaidi, Saeed Arjumand",True,"Unknown, Unknown, Unknown, Unknown, Unknown, Unknown, Unknown",8,78.0,Standard,R,6.9,True,,False,,,6.9,1.253,Low,0,717,AE,,False,True,False,True,False,True
Until Midnight,,,s746,Movie,True,International,"International, Thriller",2019,2010,7,False,2021-06-10,True,"After returning home from a work trip, a newlywed must fight off a masked intruder before his wife returns at midnight.",21,14.0,Tariq Alkazim,True,"Ahmad Khamis Ali, Chuka Ekweogwu, Heba Al Hamwi, Rik Aby, Merouane Ali, Khalid Al Suwaidi, Saeed Arjumand",True,Unknown,0,77.0,Standard,TV-14,,False,,False,,,,,Very Low,0,0,United Arab Emirates,,False,True,True,True,False,False
Untold: Breaking Point,tt15101938,tm1091155,s102,Movie,True,Documentary,"Documentary, Sports",2021,2020,5,True,2021-09-07,True,"Under pressure to continue a winning tradition in American tennis, Mardy Fish faced mental health challenges that changed his life on and off the court.",25,22.0,"Chapman Way, Maclain Way",True,"Mardy Fish, Andy Roddick",True,"Himself, Himself",4,79.0,Standard,R,7.6,True,8.0,True,7.6,7.6,7.7,5.385,Low,45,2490,US,en,False,False,True,True,True,False
Untold: Caitlyn Jenner,tt15101946,tm1082515,s236,Movie,True,Documentary,"Documentary, Sports",2021,2020,5,True,2021-08-24,True,Caitlyn Jenner's unlikely path to Olympic glory was inspirational. But her more challenging road to embracing her true self proved even more meaningful.,23,22.0,Crystal Moselle,True,Caitlyn Jenner,True,Self,2,69.0,Standard,R,6.4,True,6.6,True,,,6.5,4.431,Low,0,2456,US,,False,False,True,True,False,False
Untold: Crime & Penalties,,,s186,Movie,True,Documentary,"Documentary, Sports",2021,2020,5,True,2021-08-31,True,"They were the bad boys of hockey — a team bought by a man with mob ties, run by his 17-year-old son, and with a rep for being as violent as they were good.",34,25.0,"Chapman Way, Maclain Way",True,,False,Unknown,0,86.0,Standard,TV-MA,,False,,False,,,,,Very Low,0,0,,,False,False,True,True,False,False
Untold: Deal With the Devil,,,s263,Movie,True,Documentary,Documentary,2021,2020,5,True,2021-08-18,True,"Christy Martin broke boundaries and noses as she rose in the boxing world, but her public persona belied personal demons, abuse and a threat on her life.",27,27.0,Laura Brownson,True,,False,Unknown,0,78.0,Standard,TV-MA,,False,,False,6.9,6.9,6.9,12.107,Medium,57,0,,en,False,False,True,True,True,False
